crewtype,region,gacc_pl,national_pl,drawndown,mobile,staffing
Crew 1,ONCC,1,1,14,0.1666666667,14.1666666667
Crew 1,ONCC,1,2,10.5,3.6666666667,14.1666666667
Crew 1,ONCC,1,3,11.5,2.6666666667,14.1666666667
Crew 1,ONCC,1,4,14.1666666667,0,14.1666666667
Crew 1,ONCC,1,5,14.1666666667,0,14.1666666667
Crew 1,ONCC,2,1,12.1666666667,2,14.1666666667
Crew 1,ONCC,2,2,9.5,4.6666666667,14.1666666667
Crew 1,ONCC,2,3,6.1666666667,8,14.1666666667
Crew 1,ONCC,2,4,12.3333333333,1.8333333333,14.1666666667
Crew 1,ONCC,2,5,12.8333333333,1.3333333333,14.1666666667
Crew 1,ONCC,3,1,14.1666666667,0,14.1666666667
Crew 1,ONCC,3,2,13.1666666667,1,14.1666666667
Crew 1,ONCC,3,3,8.1666666667,6,14.1666666667
Crew 1,ONCC,3,4,7.8333333333,6.3333333333,14.1666666667
Crew 1,ONCC,3,5,12.1666666667,2,14.1666666667
Crew 1,ONCC,4,1,14.1666666667,0,14.1666666667
Crew 1,ONCC,4,2,14.1666666667,0,14.1666666667
Crew 1,ONCC,4,3,13.3333333333,0.8333333333,14.1666666667
Crew 1,ONCC,4,4,10.6666666667,3.5,14.1666666667
Crew 1,ONCC,4,5,13,1.1666666667,14.1666666667
Crew 1,ONCC,5,1,14.1666666667,0,14.1666666667
Crew 1,ONCC,5,2,14.1666666667,0,14.1666666667
Crew 1,ONCC,5,3,14.1666666667,0,14.1666666667
Crew 1,ONCC,5,4,14.1666666667,0,14.1666666667
Crew 1,ONCC,5,5,13.3333333333,0.8333333333,14.1666666667
Crew 1,OSCC,1,1,19.3333333333,0.1666666667,19.5
Crew 1,OSCC,1,2,17.8333333333,1.6666666667,19.5
Crew 1,OSCC,1,3,19.5,0,19.5
Crew 1,OSCC,1,4,19.5,0,19.5
Crew 1,OSCC,1,5,19.5,0,19.5
Crew 1,OSCC,2,1,18.3333333333,1.1666666667,19.5
Crew 1,OSCC,2,2,12.1666666667,7.3333333333,19.5
Crew 1,OSCC,2,3,8.3333333333,11.1666666667,19.5
Crew 1,OSCC,2,4,15.6666666667,3.8333333333,19.5
Crew 1,OSCC,2,5,19.5,0,19.5
Crew 1,OSCC,3,1,17.1666666667,2.3333333333,19.5
Crew 1,OSCC,3,2,14.5,5,19.5
Crew 1,OSCC,3,3,9,10.5,19.5
Crew 1,OSCC,3,4,11,8.5,19.5
Crew 1,OSCC,3,5,13.6666666667,5.8333333333,19.5
Crew 1,OSCC,4,1,19.5,0,19.5
Crew 1,OSCC,4,2,19.5,0,19.5
Crew 1,OSCC,4,3,19.5,0,19.5
Crew 1,OSCC,4,4,16.8333333333,2.6666666667,19.5
Crew 1,OSCC,4,5,15.6666666667,3.8333333333,19.5
Crew 1,OSCC,5,1,19.5,0,19.5
Crew 1,OSCC,5,2,19.5,0,19.5
Crew 1,OSCC,5,3,19.5,0,19.5
Crew 1,OSCC,5,4,19.5,0,19.5
Crew 1,OSCC,5,5,18.5,1,19.5
Crew 1,NRCC,1,1,5.6666666667,0.1666666667,5.8333333333
Crew 1,NRCC,1,2,2.1666666667,3.6666666667,5.8333333333
Crew 1,NRCC,1,3,3,2.8333333333,5.8333333333
Crew 1,NRCC,1,4,5,0.8333333333,5.8333333333
Crew 1,NRCC,1,5,5.8333333333,0,5.8333333333
Crew 1,NRCC,2,1,5.8333333333,0,5.8333333333
Crew 1,NRCC,2,2,5.3333333333,0.5,5.8333333333
Crew 1,NRCC,2,3,2.8333333333,3,5.8333333333
Crew 1,NRCC,2,4,3.3333333333,2.5,5.8333333333
Crew 1,NRCC,2,5,3.6666666667,2.1666666667,5.8333333333
Crew 1,NRCC,3,1,5.8333333333,0,5.8333333333
Crew 1,NRCC,3,2,5.8333333333,0,5.8333333333
Crew 1,NRCC,3,3,5.5,0.3333333333,5.8333333333
Crew 1,NRCC,3,4,4.1666666667,1.6666666667,5.8333333333
Crew 1,NRCC,3,5,4.1666666667,1.6666666667,5.8333333333
Crew 1,NRCC,4,1,5.8333333333,0,5.8333333333
Crew 1,NRCC,4,2,5.8333333333,0,5.8333333333
Crew 1,NRCC,4,3,5.8333333333,0,5.8333333333
Crew 1,NRCC,4,4,5.5,0.3333333333,5.8333333333
Crew 1,NRCC,4,5,5.5,0.3333333333,5.8333333333
Crew 1,NRCC,5,1,5.8333333333,0,5.8333333333
Crew 1,NRCC,5,2,5.8333333333,0,5.8333333333
Crew 1,NRCC,5,3,5.8333333333,0,5.8333333333
Crew 1,NRCC,5,4,5.5,0.3333333333,5.8333333333
Crew 1,NRCC,5,5,5.5,0.3333333333,5.8333333333
Crew 1,GBCC,1,1,5.3333333333,0.5,5.8333333333
Crew 1,GBCC,1,2,2.1666666667,3.6666666667,5.8333333333
Crew 1,GBCC,1,3,4.8333333333,1,5.8333333333
Crew 1,GBCC,1,4,5.8333333333,0,5.8333333333
Crew 1,GBCC,1,5,5.8333333333,0,5.8333333333
Crew 1,GBCC,2,1,5.8333333333,0,5.8333333333
Crew 1,GBCC,2,2,3.6666666667,2.1666666667,5.8333333333
Crew 1,GBCC,2,3,3.3333333333,2.5,5.8333333333
Crew 1,GBCC,2,4,4.8333333333,1,5.8333333333
Crew 1,GBCC,2,5,4.8333333333,1,5.8333333333
Crew 1,GBCC,3,1,5.8333333333,0,5.8333333333
Crew 1,GBCC,3,2,5.8333333333,0,5.8333333333
Crew 1,GBCC,3,3,4.6666666667,1.1666666667,5.8333333333
Crew 1,GBCC,3,4,4.5,1.3333333333,5.8333333333
Crew 1,GBCC,3,5,4.6666666667,1.1666666667,5.8333333333
Crew 1,GBCC,4,1,5.8333333333,0,5.8333333333
Crew 1,GBCC,4,2,5.8333333333,0,5.8333333333
Crew 1,GBCC,4,3,5.8333333333,0,5.8333333333
Crew 1,GBCC,4,4,5.3333333333,0.5,5.8333333333
Crew 1,GBCC,4,5,5.1666666667,0.6666666667,5.8333333333
Crew 1,GBCC,5,1,5.8333333333,0,5.8333333333
Crew 1,GBCC,5,2,5.8333333333,0,5.8333333333
Crew 1,GBCC,5,3,5.8333333333,0,5.8333333333
Crew 1,GBCC,5,4,5.8333333333,0,5.8333333333
Crew 1,GBCC,5,5,5.6666666667,0.1666666667,5.8333333333
Crew 1,SWCC,1,1,13.3333333333,0.3333333333,13.6666666667
Crew 1,SWCC,1,2,13.1666666667,0.5,13.6666666667
Crew 1,SWCC,1,3,12,1.6666666667,13.6666666667
Crew 1,SWCC,1,4,12.1666666667,1.5,13.6666666667
Crew 1,SWCC,1,5,13.6666666667,0,13.6666666667
Crew 1,SWCC,2,1,12.6666666667,1,13.6666666667
Crew 1,SWCC,2,2,12.5,1.1666666667,13.6666666667
Crew 1,SWCC,2,3,7.6666666667,6,13.6666666667
Crew 1,SWCC,2,4,8,5.6666666667,13.6666666667
Crew 1,SWCC,2,5,9,4.6666666667,13.6666666667
Crew 1,SWCC,3,1,13.6666666667,0,13.6666666667
Crew 1,SWCC,3,2,13,0.6666666667,13.6666666667
Crew 1,SWCC,3,3,11.5,2.1666666667,13.6666666667
Crew 1,SWCC,3,4,9.8333333333,3.8333333333,13.6666666667
Crew 1,SWCC,3,5,10,3.6666666667,13.6666666667
Crew 1,SWCC,4,1,13.6666666667,0,13.6666666667
Crew 1,SWCC,4,2,13.6666666667,0,13.6666666667
Crew 1,SWCC,4,3,13.6666666667,0,13.6666666667
Crew 1,SWCC,4,4,13.6666666667,0,13.6666666667
Crew 1,SWCC,4,5,13,0.6666666667,13.6666666667
Crew 1,SWCC,5,1,13.6666666667,0,13.6666666667
Crew 1,SWCC,5,2,13.6666666667,0,13.6666666667
Crew 1,SWCC,5,3,13.6666666667,0,13.6666666667
Crew 1,SWCC,5,4,13.6666666667,0,13.6666666667
Crew 1,SWCC,5,5,13.3333333333,0.3333333333,13.6666666667
Crew 1,RMCC,1,1,4.3333333333,0.1666666667,4.5
Crew 1,RMCC,1,2,2.5,2,4.5
Crew 1,RMCC,1,3,4.5,0,4.5
Crew 1,RMCC,1,4,4.5,0,4.5
Crew 1,RMCC,1,5,4.5,0,4.5
Crew 1,RMCC,2,1,4.5,0,4.5
Crew 1,RMCC,2,2,2.5,2,4.5
Crew 1,RMCC,2,3,1,3.5,4.5
Crew 1,RMCC,2,4,1.1666666667,3.3333333333,4.5
Crew 1,RMCC,2,5,3,1.5,4.5
Crew 1,RMCC,3,1,4.5,0,4.5
Crew 1,RMCC,3,2,4.5,0,4.5
Crew 1,RMCC,3,3,4.3333333333,0.1666666667,4.5
Crew 1,RMCC,3,4,3.5,1,4.5
Crew 1,RMCC,3,5,3.6666666667,0.8333333333,4.5
Crew 1,RMCC,4,1,4.5,0,4.5
Crew 1,RMCC,4,2,4.5,0,4.5
Crew 1,RMCC,4,3,4.5,0,4.5
Crew 1,RMCC,4,4,4.3333333333,0.1666666667,4.5
Crew 1,RMCC,4,5,4.5,0,4.5
Crew 1,RMCC,5,1,4.5,0,4.5
Crew 1,RMCC,5,2,4.5,0,4.5
Crew 1,RMCC,5,3,4.5,0,4.5
Crew 1,RMCC,5,4,4.5,0,4.5
Crew 1,RMCC,5,5,4.5,0,4.5
Crew 1,EACC,1,1,0.5,0,0.5
Crew 1,EACC,1,2,0.3333333333,0.1666666667,0.5
Crew 1,EACC,1,3,0.1666666667,0.3333333333,0.5
Crew 1,EACC,1,4,0.3333333333,0.1666666667,0.5
Crew 1,EACC,1,5,0.3333333333,0.1666666667,0.5
Crew 1,EACC,2,1,0.5,0,0.5
Crew 1,EACC,2,2,0.3333333333,0.1666666667,0.5
Crew 1,EACC,2,3,0.5,0,0.5
Crew 1,EACC,2,4,0.5,0,0.5
Crew 1,EACC,2,5,0.5,0,0.5
Crew 1,EACC,3,1,0.5,0,0.5
Crew 1,EACC,3,2,0.5,0,0.5
Crew 1,EACC,3,3,0.5,0,0.5
Crew 1,EACC,3,4,0.5,0,0.5
Crew 1,EACC,3,5,0.5,0,0.5
Crew 1,EACC,4,1,0.5,0,0.5
Crew 1,EACC,4,2,0.5,0,0.5
Crew 1,EACC,4,3,0.5,0,0.5
Crew 1,EACC,4,4,0.5,0,0.5
Crew 1,EACC,4,5,0.5,0,0.5
Crew 1,EACC,5,1,0.5,0,0.5
Crew 1,EACC,5,2,0.5,0,0.5
Crew 1,EACC,5,3,0.5,0,0.5
Crew 1,EACC,5,4,0.5,0,0.5
Crew 1,EACC,5,5,0.5,0,0.5
Crew 1,SACC,1,1,1.5,0,1.5
Crew 1,SACC,1,2,1.1666666667,0.3333333333,1.5
Crew 1,SACC,1,3,1.1666666667,0.3333333333,1.5
Crew 1,SACC,1,4,0.8333333333,0.6666666667,1.5
Crew 1,SACC,1,5,1.1666666667,0.3333333333,1.5
Crew 1,SACC,2,1,1.3333333333,0.1666666667,1.5
Crew 1,SACC,2,2,1.3333333333,0.1666666667,1.5
Crew 1,SACC,2,3,1.5,0,1.5
Crew 1,SACC,2,4,1.3333333333,0.1666666667,1.5
Crew 1,SACC,2,5,1.1666666667,0.3333333333,1.5
Crew 1,SACC,3,1,1.5,0,1.5
Crew 1,SACC,3,2,1.5,0,1.5
Crew 1,SACC,3,3,1.5,0,1.5
Crew 1,SACC,3,4,1.5,0,1.5
Crew 1,SACC,3,5,1.5,0,1.5
Crew 1,SACC,4,1,1.5,0,1.5
Crew 1,SACC,4,2,1.5,0,1.5
Crew 1,SACC,4,3,1.5,0,1.5
Crew 1,SACC,4,4,1.5,0,1.5
Crew 1,SACC,4,5,1.5,0,1.5
Crew 1,SACC,5,1,1.5,0,1.5
Crew 1,SACC,5,2,1.5,0,1.5
Crew 1,SACC,5,3,1.5,0,1.5
Crew 1,SACC,5,4,1.5,0,1.5
Crew 1,SACC,5,5,1.5,0,1.5
Crew 2IA,AICC,1,1,0.6666666667,0,0.6666666667
Crew 2IA,AICC,1,2,0.6666666667,0,0.6666666667
Crew 2IA,AICC,1,3,0.5,0.1666666667,0.6666666667
Crew 2IA,AICC,1,4,0.5,0.1666666667,0.6666666667
Crew 2IA,AICC,1,5,0.5,0.1666666667,0.6666666667
Crew 2IA,AICC,2,1,0.6666666667,0,0.6666666667
Crew 2IA,AICC,2,2,0.6666666667,0,0.6666666667
Crew 2IA,AICC,2,3,0.5,0.1666666667,0.6666666667
Crew 2IA,AICC,2,4,0.5,0.1666666667,0.6666666667
Crew 2IA,AICC,2,5,0.3333333333,0.3333333333,0.6666666667
Crew 2IA,AICC,3,1,0.6666666667,0,0.6666666667
Crew 2IA,AICC,3,2,0.6666666667,0,0.6666666667
Crew 2IA,AICC,3,3,0.6666666667,0,0.6666666667
Crew 2IA,AICC,3,4,0.6666666667,0,0.6666666667
Crew 2IA,AICC,3,5,0.6666666667,0,0.6666666667
Crew 2IA,AICC,4,1,0.6666666667,0,0.6666666667
Crew 2IA,AICC,4,2,0.6666666667,0,0.6666666667
Crew 2IA,AICC,4,3,0.6666666667,0,0.6666666667
Crew 2IA,AICC,4,4,0.6666666667,0,0.6666666667
Crew 2IA,AICC,4,5,0.6666666667,0,0.6666666667
Crew 2IA,AICC,5,1,0.6666666667,0,0.6666666667
Crew 2IA,AICC,5,2,0.6666666667,0,0.6666666667
Crew 2IA,AICC,5,3,0.6666666667,0,0.6666666667
Crew 2IA,AICC,5,4,0.6666666667,0,0.6666666667
Crew 2IA,AICC,5,5,0.6666666667,0,0.6666666667
Crew 2IA,NWCC,1,1,15,0.1666666667,15.1666666667
Crew 2IA,NWCC,1,2,14.3333333333,0.8333333333,15.1666666667
Crew 2IA,NWCC,1,3,13.1666666667,2,15.1666666667
Crew 2IA,NWCC,1,4,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,1,5,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,2,1,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,2,2,14.3333333333,0.8333333333,15.1666666667
Crew 2IA,NWCC,2,3,11.6666666667,3.5,15.1666666667
Crew 2IA,NWCC,2,4,15,0.1666666667,15.1666666667
Crew 2IA,NWCC,2,5,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,3,1,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,3,2,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,3,3,14.3333333333,0.8333333333,15.1666666667
Crew 2IA,NWCC,3,4,14,1.1666666667,15.1666666667
Crew 2IA,NWCC,3,5,14.8333333333,0.3333333333,15.1666666667
Crew 2IA,NWCC,4,1,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,4,2,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,4,3,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,4,4,14.8333333333,0.3333333333,15.1666666667
Crew 2IA,NWCC,4,5,15,0.1666666667,15.1666666667
Crew 2IA,NWCC,5,1,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,5,2,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,5,3,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,5,4,15.1666666667,0,15.1666666667
Crew 2IA,NWCC,5,5,14.8333333333,0.3333333333,15.1666666667
Crew 2IA,ONCC,1,1,6.5,0,6.5
Crew 2IA,ONCC,1,2,6.1666666667,0.3333333333,6.5
Crew 2IA,ONCC,1,3,6.3333333333,0.1666666667,6.5
Crew 2IA,ONCC,1,4,6.5,0,6.5
Crew 2IA,ONCC,1,5,6.5,0,6.5
Crew 2IA,ONCC,2,1,5.5,1,6.5
Crew 2IA,ONCC,2,2,5.1666666667,1.3333333333,6.5
Crew 2IA,ONCC,2,3,4.8333333333,1.6666666667,6.5
Crew 2IA,ONCC,2,4,5.8333333333,0.6666666667,6.5
Crew 2IA,ONCC,2,5,6.1666666667,0.3333333333,6.5
Crew 2IA,ONCC,3,1,6.5,0,6.5
Crew 2IA,ONCC,3,2,5.8333333333,0.6666666667,6.5
Crew 2IA,ONCC,3,3,4.8333333333,1.6666666667,6.5
Crew 2IA,ONCC,3,4,4.6666666667,1.8333333333,6.5
Crew 2IA,ONCC,3,5,5.5,1,6.5
Crew 2IA,ONCC,4,1,6.5,0,6.5
Crew 2IA,ONCC,4,2,6.5,0,6.5
Crew 2IA,ONCC,4,3,6.5,0,6.5
Crew 2IA,ONCC,4,4,6.1666666667,0.3333333333,6.5
Crew 2IA,ONCC,4,5,5.5,1,6.5
Crew 2IA,ONCC,5,1,6.5,0,6.5
Crew 2IA,ONCC,5,2,6.5,0,6.5
Crew 2IA,ONCC,5,3,6.5,0,6.5
Crew 2IA,ONCC,5,4,6.5,0,6.5
Crew 2IA,ONCC,5,5,6.1666666667,0.3333333333,6.5
Crew 2IA,OSCC,1,1,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,1,2,8,1.3333333333,9.3333333333
Crew 2IA,OSCC,1,3,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,1,4,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,1,5,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,2,1,9,0.3333333333,9.3333333333
Crew 2IA,OSCC,2,2,7.1666666667,2.1666666667,9.3333333333
Crew 2IA,OSCC,2,3,7.1666666667,2.1666666667,9.3333333333
Crew 2IA,OSCC,2,4,8.5,0.8333333333,9.3333333333
Crew 2IA,OSCC,2,5,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,3,1,9,0.3333333333,9.3333333333
Crew 2IA,OSCC,3,2,7.3333333333,2,9.3333333333
Crew 2IA,OSCC,3,3,7.5,1.8333333333,9.3333333333
Crew 2IA,OSCC,3,4,7.6666666667,1.6666666667,9.3333333333
Crew 2IA,OSCC,3,5,7.3333333333,2,9.3333333333
Crew 2IA,OSCC,4,1,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,4,2,9.1666666667,0.1666666667,9.3333333333
Crew 2IA,OSCC,4,3,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,4,4,8.1666666667,1.1666666667,9.3333333333
Crew 2IA,OSCC,4,5,8.1666666667,1.1666666667,9.3333333333
Crew 2IA,OSCC,5,1,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,5,2,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,5,3,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,5,4,9.3333333333,0,9.3333333333
Crew 2IA,OSCC,5,5,8.8333333333,0.5,9.3333333333
Crew 2IA,NRCC,1,1,8.5,0,8.5
Crew 2IA,NRCC,1,2,6.6666666667,1.8333333333,8.5
Crew 2IA,NRCC,1,3,6.5,2,8.5
Crew 2IA,NRCC,1,4,8.5,0,8.5
Crew 2IA,NRCC,1,5,8.5,0,8.5
Crew 2IA,NRCC,2,1,8.5,0,8.5
Crew 2IA,NRCC,2,2,8.5,0,8.5
Crew 2IA,NRCC,2,3,5,3.5,8.5
Crew 2IA,NRCC,2,4,7.5,1,8.5
Crew 2IA,NRCC,2,5,8.3333333333,0.1666666667,8.5
Crew 2IA,NRCC,3,1,8.5,0,8.5
Crew 2IA,NRCC,3,2,8.5,0,8.5
Crew 2IA,NRCC,3,3,8.3333333333,0.1666666667,8.5
Crew 2IA,NRCC,3,4,7.8333333333,0.6666666667,8.5
Crew 2IA,NRCC,3,5,8.1666666667,0.3333333333,8.5
Crew 2IA,NRCC,4,1,8.5,0,8.5
Crew 2IA,NRCC,4,2,8.5,0,8.5
Crew 2IA,NRCC,4,3,8.5,0,8.5
Crew 2IA,NRCC,4,4,8.5,0,8.5
Crew 2IA,NRCC,4,5,8.5,0,8.5
Crew 2IA,NRCC,5,1,8.5,0,8.5
Crew 2IA,NRCC,5,2,8.5,0,8.5
Crew 2IA,NRCC,5,3,8.5,0,8.5
Crew 2IA,NRCC,5,4,8.5,0,8.5
Crew 2IA,NRCC,5,5,8.5,0,8.5
Crew 2IA,GBCC,1,1,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,1,2,6.1666666667,1,7.1666666667
Crew 2IA,GBCC,1,3,7,0.1666666667,7.1666666667
Crew 2IA,GBCC,1,4,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,1,5,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,2,1,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,2,2,6.5,0.6666666667,7.1666666667
Crew 2IA,GBCC,2,3,6.3333333333,0.8333333333,7.1666666667
Crew 2IA,GBCC,2,4,6.6666666667,0.5,7.1666666667
Crew 2IA,GBCC,2,5,6.3333333333,0.8333333333,7.1666666667
Crew 2IA,GBCC,3,1,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,3,2,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,3,3,6.1666666667,1,7.1666666667
Crew 2IA,GBCC,3,4,6,1.1666666667,7.1666666667
Crew 2IA,GBCC,3,5,6.8333333333,0.3333333333,7.1666666667
Crew 2IA,GBCC,4,1,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,4,2,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,4,3,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,4,4,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,4,5,7,0.1666666667,7.1666666667
Crew 2IA,GBCC,5,1,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,5,2,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,5,3,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,5,4,7.1666666667,0,7.1666666667
Crew 2IA,GBCC,5,5,7.1666666667,0,7.1666666667
Crew 2IA,SWCC,1,1,3.3333333333,0.1666666667,3.5
Crew 2IA,SWCC,1,2,3.5,0,3.5
Crew 2IA,SWCC,1,3,3.1666666667,0.3333333333,3.5
Crew 2IA,SWCC,1,4,3.3333333333,0.1666666667,3.5
Crew 2IA,SWCC,1,5,3.5,0,3.5
Crew 2IA,SWCC,2,1,3.5,0,3.5
Crew 2IA,SWCC,2,2,3.5,0,3.5
Crew 2IA,SWCC,2,3,2.3333333333,1.1666666667,3.5
Crew 2IA,SWCC,2,4,3,0.5,3.5
Crew 2IA,SWCC,2,5,3,0.5,3.5
Crew 2IA,SWCC,3,1,3.5,0,3.5
Crew 2IA,SWCC,3,2,3.5,0,3.5
Crew 2IA,SWCC,3,3,3.5,0,3.5
Crew 2IA,SWCC,3,4,3.1666666667,0.3333333333,3.5
Crew 2IA,SWCC,3,5,3.5,0,3.5
Crew 2IA,SWCC,4,1,3.5,0,3.5
Crew 2IA,SWCC,4,2,3.5,0,3.5
Crew 2IA,SWCC,4,3,3.5,0,3.5
Crew 2IA,SWCC,4,4,3.5,0,3.5
Crew 2IA,SWCC,4,5,3.5,0,3.5
Crew 2IA,SWCC,5,1,3.5,0,3.5
Crew 2IA,SWCC,5,2,3.5,0,3.5
Crew 2IA,SWCC,5,3,3.5,0,3.5
Crew 2IA,SWCC,5,4,3.5,0,3.5
Crew 2IA,SWCC,5,5,3.5,0,3.5
Crew 2IA,RMCC,1,1,4,0,4
Crew 2IA,RMCC,1,2,4,0,4
Crew 2IA,RMCC,1,3,4,0,4
Crew 2IA,RMCC,1,4,4,0,4
Crew 2IA,RMCC,1,5,4,0,4
Crew 2IA,RMCC,2,1,4,0,4
Crew 2IA,RMCC,2,2,3.8333333333,0.1666666667,4
Crew 2IA,RMCC,2,3,3,1,4
Crew 2IA,RMCC,2,4,3.3333333333,0.6666666667,4
Crew 2IA,RMCC,2,5,3.1666666667,0.8333333333,4
Crew 2IA,RMCC,3,1,4,0,4
Crew 2IA,RMCC,3,2,4,0,4
Crew 2IA,RMCC,3,3,3.8333333333,0.1666666667,4
Crew 2IA,RMCC,3,4,3.8333333333,0.1666666667,4
Crew 2IA,RMCC,3,5,3.5,0.5,4
Crew 2IA,RMCC,4,1,4,0,4
Crew 2IA,RMCC,4,2,4,0,4
Crew 2IA,RMCC,4,3,4,0,4
Crew 2IA,RMCC,4,4,4,0,4
Crew 2IA,RMCC,4,5,4,0,4
Crew 2IA,RMCC,5,1,4,0,4
Crew 2IA,RMCC,5,2,4,0,4
Crew 2IA,RMCC,5,3,4,0,4
Crew 2IA,RMCC,5,4,4,0,4
Crew 2IA,RMCC,5,5,4,0,4
Crew 2IA,EACC,1,1,2.8333333333,0,2.8333333333
Crew 2IA,EACC,1,2,2.8333333333,0,2.8333333333
Crew 2IA,EACC,1,3,2,0.8333333333,2.8333333333
Crew 2IA,EACC,1,4,1.6666666667,1.1666666667,2.8333333333
Crew 2IA,EACC,1,5,2.3333333333,0.5,2.8333333333
Crew 2IA,EACC,2,1,2.8333333333,0,2.8333333333
Crew 2IA,EACC,2,2,2.8333333333,0,2.8333333333
Crew 2IA,EACC,2,3,2.3333333333,0.5,2.8333333333
Crew 2IA,EACC,2,4,2.6666666667,0.1666666667,2.8333333333
Crew 2IA,EACC,2,5,2.8333333333,0,2.8333333333
Crew 2IA,EACC,3,1,2.8333333333,0,2.8333333333
Crew 2IA,EACC,3,2,2.8333333333,0,2.8333333333
Crew 2IA,EACC,3,3,2.8333333333,0,2.8333333333
Crew 2IA,EACC,3,4,2.8333333333,0,2.8333333333
Crew 2IA,EACC,3,5,2.5,0.3333333333,2.8333333333
Crew 2IA,EACC,4,1,2.8333333333,0,2.8333333333
